Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
62905.0,68,4580,622,20,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Actually, it only SOUNDS disgustingly sweet.<br />It sorta tastes like one of those glass bottled<br />""fake cocoa"" drinks you see at the deli... or<br />in one of the mobile ""roach trucks"" that drive<br />up to the loading dock of where YOU work...<br />well...<br />it's carbonated...<br />it IS in a can...<br />it ISN'T so sweet...<br />and it IS a clever idea<br />for diabetics that just cannot<br />pry their remaining fingers off of.<br /><br />I'd like to see a REESES' PEANUT BUTTER CUP cereal...<br />oh yeah... I forgot<br /><a href=""http://www.amazon.com/gp/product/B001EQ5D42"">Reese's Peanut Butter Puffs Cereal, 13-Ounce Boxes (Pack of 4)</a>",Positive
13533.0,45,4764,48,7,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,This oil is a solid at room temp but quickly melts over low heat and cooks at a low temp better than olive oil.  The flavor is also somewhat sweet and very different from olive oil.  We like it!  We purchased two packs of 2.,Positive
59481.0,47,4537,461,16,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I wanted to buy a flowering tea set, and settled on this one because it came with a teapot, a case, and a lot of tea. The teas are great quality, and each flower lasts through several pots of tea. Each set comes with four types of white tea, three types of green, and two types of black.<br /><br />The teapot is small, light, and feels delicate--I'm worried I'll break it by accident sometime, so I treat it carefully.",Positive
72117.0,34,4601,1073,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,I recently ordered Knudsen organic pear juice for my 20 month-old son. He really enjoys it. I've looked for organic pear juice and the only one I found was in the organic section of my grocery store but it was a 32oz bottle and it was expensive. So I checked on amazon and found a very good price (it's even better if you subscribe). Now I order 1 pack every 2 months or so. Good find.,Positive
21955.0,81,4583,55,8,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"After my dog has had wellness, she has more energy then before. I strongly recommend to people to buy it for your dog.",Positive
67131.0,72,4748,976,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"This syrup is unbelievable.  I really can't tell the difference from the normal ""full sugar octane"" syrups I was used to.  Can't go wrong with this product.",Positive
36802.0,23,4301,20,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Wow, this stuff is nasty. I'm glad I only ordered one box. This coffee is so bitter and acidic. Everlasting, horrible aftertaste. Will not be buying this again. I'm a big fan of the extra bold k-cups my current favorite being Timothy's Midnight Magic.",Negative
71853.0,29,4705,1149,17,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,Excellent and no bitter! I tried 5 different and finally found the best! Other coffees taste like water and you cannot taste the coffee but this one is not strong just perfect to enjoy!,Positive
28249.0,80,4302,43,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,Just got these oatmeal animal cookies and we love them!  These are not like a typical animal cracker - they are more like tiny crunchy granola bars!  They remind me of the oats and honey crunchy granola bars from Nature Valley.  Also love the price - the only place I can buy these is Whole Foods and they are .99/package there.  Subscribe and save is definitely a winner on this one!,Positive
47808.0,30,4540,224,10,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"These oat clusters were good for snacking as well as for breakfast.  While they are touted as clusters, I found that they broke into sub-clusters too quickly (i.e. they turned into something better eaten with a spoon rather than with fingers).  Great on its own or mixed with milk or plain yogurt.  The list of ingredients places the product squarely in the ""actually natural"" vs. the ""marketed as natural"" category.  Good stuff.",Positive
25509.0,15,4937,101,9,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Well, I can't really critique it, I placed an order back in February when it was a special on Deal of the Day and have yet to receive it. My order keeps saying Not Yet Shipped. It is clearly in stock so I don't understand why they don't ship it.",Negative
51012.0,86,4725,209,10,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"If you love Salt and Vinegar chips then you can't help but love these almonds, they are sooooooooooooooooooooo good!  Yes, the almonds have fat (much like chips) but at least its a good fat for you!",Positive
70596.0,68,4920,968,21,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,I really enjoy this coffee - I have used a variety of the K-cups and this is one of the best.,Positive
85431.0,54,4674,1165,17,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"This is the most delicious oatmeal we've ever had. It's got a hearty, almost nutty flavor.  It's more nutritious because it's not processed like other brands.  Well worth the price and the time. It takes some time to cook (about 30 min or so), but leftovers can be refigerated and warmed in the microwave and it still tastes great.",Positive
42664.0,44,4391,24,5,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"Maggie loves this chicken and liver dinner. I do have to cut up the shreds a bit while it's in the can, using kitchen shears, otherwise she leaves the longest shreds, but that's no problem, just a minute of clipping insures that she eats the whole thing. In addition to the Weruva she gets a bit of a non-grain Fromm dry product in a cup, but there's always leftover in the cup in the morning, whereas if I clip the chicken into tiny pieces she eats it all.<br /><br />Since being on the Weruva she begs for her supper, and waits imperiously while I prepare it, then runs to her ""table"" to eat. When I open the can the food looks and smells good, which is because the chicken is human grade. I do add a bit of a special kitty nutrient to each portion, because Maggie isn't the kitten she used to be but is now a gorgeous, mature lady with a fabulous fur coat, for which I credit Weruva 'cause she wasn't eating anything so eagerly before.<br />She's now Marilyn, when before she was Twiggy.",Positive
42586.0,7,4896,252,16,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I have been feeding my greyhounds these treats for years.  My hounds can be a little finicky, but they love these treats.  They are expensive, relative to other biscuits, but I find they are a good addition to their diet.  The treats are easy on the teeth.  Since they are protein treat, be careful not to overindulge your pet on a regular basis.  They are great treats to take on walks as you can stuff them in your pocket easily.  I have found prices can vary from vendor to vendor, so shop around.",Positive
29760.0,87,4957,165,12,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,By far the tastiest GF pretzels I've tried.  I even have to hide them from my non-celiac family members so that they don't eat them all!,Positive
